"PermissionType","AppId","ClientObjectId","AppDisplayName","ResourceObjectId","ResourceDisplayName","Permission","ConsentType","PrincipalObjectId","PrincipalDisplayName","Homepage","PublisherName","ReplyUrls","ExpiryTime","CreatedDateTime","AppOwnerOrganizationId","ApplicationStatus","ApplicationVisibility","AssignmentRequired","IsAppProxy","PublisherDisplayName","VerifiedPublisherId","AddedDateTime","SignInAudience","ApplicationType"
"Delegated","de8bc8b5-d9f9-48b1-a8ad-b748da725064","33bbf983-f99c-433f-b32e-e3efdfe009f2","Graph Explorer","1c780412-86bf-4917-8e6d-6b5c07e64eb2","Microsoft Graph","offline_access","Principal","7f96006a-f58e-4e01-9379-02964d0d0a87","Administrator","https://developer.microsoft.com/graph/graph-explorer","","https://developer.microsoft.com/de-de/graph/graph-explorer, https://developer.microsoft.com/de-de/graph/graph-explorer/, https://developer.microsoft.com/en-us/graph/graph-explorer, https://developer.microsoft.com/en-us/graph/graph-explorer/, https://developer.microsoft.com/en-us/graph/graph-explorer/preview, https://developer.microsoft.com/en-us/graph/graph-explorer/preview/, https://developer.microsoft.com/es-es/graph/graph-explorer, https://developer.microsoft.com/es-es/graph/graph-explorer/, https://developer.microsoft.com/fr-fr/graph/graph-explorer, https://developer.microsoft.com/fr-fr/graph/graph-explorer/, https://developer.microsoft.com/ja-jp/graph/graph-explorer, https://developer.microsoft.com/ja-jp/graph/graph-explorer/, https://developer.microsoft.com/pt-br/graph/graph-explorer, https://developer.microsoft.com/pt-br/graph/graph-explorer/, https://developer.microsoft.com/ru-ru/graph/graph-explorer, https://developer.microsoft.com/ru-ru/graph/graph-explorer/, https://developer.microsoft.com/zh-cn/graph/graph-explorer, https://developer.microsoft.com/zh-cn/graph/graph-explorer/, https://graphtryit.azurewebsites.net, https://graphtryit.azurewebsites.net/",,"2024-04-18T13:45:40Z","72f988bf-86f1-41af-91ab-2d7cd011db47","Enabled","Visible","No","No","Microsoft Corporation","5206095","5/14/2024 12:57:46 AM","AzureADandPersonalMicrosoftAccount","Microsoft Application & Enterprise Application"
"Delegated","05a21642-94db-43cc-b88a-b28a405f78ec","d7396f72-9aca-4ad6-b231-d629459eaf6d","Goose","1c780412-86bf-4917-8e6d-6b5c07e64eb2","Microsoft Graph","User.Read","AllPrincipals",,"",,"","",,"2024-07-11T14:20:35Z","e2b584a5-4af3-44ec-9c63-ebfa12e7a31c","Enabled","Hidden","No","No",,,,"AzureADMyOrg","Enterprise Application"
"Delegated","14d82eec-204b-4c2f-b7e8-296a70dab67e","1af54625-d000-40de-a401-a02fc31249ee","Microsoft Graph Command Line Tools","1c780412-86bf-4917-8e6d-6b5c07e64eb2","Microsoft Graph","User.Read","AllPrincipals",,"","https://docs.microsoft.com/en-us/graph/powershell/get-started","Microsoft","https://login.microsoftonline.com/common/oauth2/nativeclient, http://localhost, ms-appx-web://microsoft.aad.brokerplugin/14d82eec-204b-4c2f-b7e8-296a70dab67e",,"2023-05-08T11:45:17Z","72f988bf-86f1-41af-91ab-2d7cd011db47","Enabled","Visible","No","No","Microsoft Corporation","5206095","5/13/2024 9:14:05 PM","AzureADandPersonalMicrosoftAccount","Microsoft Application & Enterprise Application"
"Delegated","14d82eec-204b-4c2f-b7e8-296a70dab67e","1af54625-d000-40de-a401-a02fc31249ee","Microsoft Graph Command Line Tools","1c780412-86bf-4917-8e6d-6b5c07e64eb2","Microsoft Graph","AuditLogsQuery.Read.All","AllPrincipals",,"","https://docs.microsoft.com/en-us/graph/powershell/get-started","Microsoft","https://login.microsoftonline.com/common/oauth2/nativeclient, http://localhost, ms-appx-web://microsoft.aad.brokerplugin/14d82eec-204b-4c2f-b7e8-296a70dab67e",,"2023-05-08T11:45:17Z","72f988bf-86f1-41af-91ab-2d7cd011db47","Enabled","Visible","No","No","Microsoft Corporation","5206095","5/13/2024 9:14:05 PM","AzureADandPersonalMicrosoftAccount","Microsoft Application & Enterprise Application"
"Delegated","14d82eec-204b-4c2f-b7e8-296a70dab67e","1af54625-d000-40de-a401-a02fc31249ee","Microsoft Graph Command Line Tools","1c780412-86bf-4917-8e6d-6b5c07e64eb2","Microsoft Graph","openid","AllPrincipals",,"","https://docs.microsoft.com/en-us/graph/powershell/get-started","Microsoft","https://login.microsoftonline.com/common/oauth2/nativeclient, http://localhost, ms-appx-web://microsoft.aad.brokerplugin/14d82eec-204b-4c2f-b7e8-296a70dab67e",,"2023-05-08T11:45:17Z","72f988bf-86f1-41af-91ab-2d7cd011db47","Enabled","Visible","No","No","Microsoft Corporation","5206095","5/13/2024 9:14:05 PM","AzureADandPersonalMicrosoftAccount","Microsoft Application & Enterprise Application"
"Delegated","14d82eec-204b-4c2f-b7e8-296a70dab67e","1af54625-d000-40de-a401-a02fc31249ee","Microsoft Graph Command Line Tools","1c780412-86bf-4917-8e6d-6b5c07e64eb2","Microsoft Graph","profile","AllPrincipals",,"","https://docs.microsoft.com/en-us/graph/powershell/get-started","Microsoft","https://login.microsoftonline.com/common/oauth2/nativeclient, http://localhost, ms-appx-web://microsoft.aad.brokerplugin/14d82eec-204b-4c2f-b7e8-296a70dab67e",,"2023-05-08T11:45:17Z","72f988bf-86f1-41af-91ab-2d7cd011db47","Enabled","Visible","No","No","Microsoft Corporation","5206095","5/13/2024 9:14:05 PM","AzureADandPersonalMicrosoftAccount","Microsoft Application & Enterprise Application"
"Delegated","14d82eec-204b-4c2f-b7e8-296a70dab67e","1af54625-d000-40de-a401-a02fc31249ee","Microsoft Graph Command Line Tools","1c780412-86bf-4917-8e6d-6b5c07e64eb2","Microsoft Graph","offline_access","AllPrincipals",,"","https://docs.microsoft.com/en-us/graph/powershell/get-started","Microsoft","https://login.microsoftonline.com/common/oauth2/nativeclient, http://localhost, ms-appx-web://microsoft.aad.brokerplugin/14d82eec-204b-4c2f-b7e8-296a70dab67e",,"2023-05-08T11:45:17Z","72f988bf-86f1-41af-91ab-2d7cd011db47","Enabled","Visible","No","No","Microsoft Corporation","5206095","5/13/2024 9:14:05 PM","AzureADandPersonalMicrosoftAccount","Microsoft Application & Enterprise Application"
"Delegated","14d82eec-204b-4c2f-b7e8-296a70dab67e","1af54625-d000-40de-a401-a02fc31249ee","Microsoft Graph Command Line Tools","1c780412-86bf-4917-8e6d-6b5c07e64eb2","Microsoft Graph","Directory.Read.All","AllPrincipals",,"","https://docs.microsoft.com/en-us/graph/powershell/get-started","Microsoft","https://login.microsoftonline.com/common/oauth2/nativeclient, http://localhost, ms-appx-web://microsoft.aad.brokerplugin/14d82eec-204b-4c2f-b7e8-296a70dab67e",,"2023-05-08T11:45:17Z","72f988bf-86f1-41af-91ab-2d7cd011db47","Enabled","Visible","No","No","Microsoft Corporation","5206095","5/13/2024 9:14:05 PM","AzureADandPersonalMicrosoftAccount","Microsoft Application & Enterprise Application"
"Delegated","14d82eec-204b-4c2f-b7e8-296a70dab67e","1af54625-d000-40de-a401-a02fc31249ee","Microsoft Graph Command Line Tools","1c780412-86bf-4917-8e6d-6b5c07e64eb2","Microsoft Graph","Policy.Read.All","AllPrincipals",,"","https://docs.microsoft.com/en-us/graph/powershell/get-started","Microsoft","https://login.microsoftonline.com/common/oauth2/nativeclient, http://localhost, ms-appx-web://microsoft.aad.brokerplugin/14d82eec-204b-4c2f-b7e8-296a70dab67e",,"2023-05-08T11:45:17Z","72f988bf-86f1-41af-91ab-2d7cd011db47","Enabled","Visible","No","No","Microsoft Corporation","5206095","5/13/2024 9:14:05 PM","AzureADandPersonalMicrosoftAccount","Microsoft Application & Enterprise Application"
"Delegated","14d82eec-204b-4c2f-b7e8-296a70dab67e","1af54625-d000-40de-a401-a02fc31249ee","Microsoft Graph Command Line Tools","1c780412-86bf-4917-8e6d-6b5c07e64eb2","Microsoft Graph","Reports.Read.All","AllPrincipals",,"","https://docs.microsoft.com/en-us/graph/powershell/get-started","Microsoft","https://login.microsoftonline.com/common/oauth2/nativeclient, http://localhost, ms-appx-web://microsoft.aad.brokerplugin/14d82eec-204b-4c2f-b7e8-296a70dab67e",,"2023-05-08T11:45:17Z","72f988bf-86f1-41af-91ab-2d7cd011db47","Enabled","Visible","No","No","Microsoft Corporation","5206095","5/13/2024 9:14:05 PM","AzureADandPersonalMicrosoftAccount","Microsoft Application & Enterprise Application"
"Delegated","14d82eec-204b-4c2f-b7e8-296a70dab67e","1af54625-d000-40de-a401-a02fc31249ee","Microsoft Graph Command Line Tools","1c780412-86bf-4917-8e6d-6b5c07e64eb2","Microsoft Graph","DirectoryRecommendations.Read.All","AllPrincipals",,"","https://docs.microsoft.com/en-us/graph/powershell/get-started","Microsoft","https://login.microsoftonline.com/common/oauth2/nativeclient, http://localhost, ms-appx-web://microsoft.aad.brokerplugin/14d82eec-204b-4c2f-b7e8-296a70dab67e",,"2023-05-08T11:45:17Z","72f988bf-86f1-41af-91ab-2d7cd011db47","Enabled","Visible","No","No","Microsoft Corporation","5206095","5/13/2024 9:14:05 PM","AzureADandPersonalMicrosoftAccount","Microsoft Application & Enterprise Application"
"Delegated","14d82eec-204b-4c2f-b7e8-296a70dab67e","1af54625-d000-40de-a401-a02fc31249ee","Microsoft Graph Command Line Tools","1c780412-86bf-4917-8e6d-6b5c07e64eb2","Microsoft Graph","DeviceLocalCredential.Read.All","AllPrincipals",,"","https://docs.microsoft.com/en-us/graph/powershell/get-started","Microsoft","https://login.microsoftonline.com/common/oauth2/nativeclient, http://localhost, ms-appx-web://microsoft.aad.brokerplugin/14d82eec-204b-4c2f-b7e8-296a70dab67e",,"2023-05-08T11:45:17Z","72f988bf-86f1-41af-91ab-2d7cd011db47","Enabled","Visible","No","No","Microsoft Corporation","5206095","5/13/2024 9:14:05 PM","AzureADandPersonalMicrosoftAccount","Microsoft Application & Enterprise Application"
"Delegated","14d82eec-204b-4c2f-b7e8-296a70dab67e","1af54625-d000-40de-a401-a02fc31249ee","Microsoft Graph Command Line Tools","1c780412-86bf-4917-8e6d-6b5c07e64eb2","Microsoft Graph","User.Read.All","AllPrincipals",,"","https://docs.microsoft.com/en-us/graph/powershell/get-started","Microsoft","https://login.microsoftonline.com/common/oauth2/nativeclient, http://localhost, ms-appx-web://microsoft.aad.brokerplugin/14d82eec-204b-4c2f-b7e8-296a70dab67e",,"2023-05-08T11:45:17Z","72f988bf-86f1-41af-91ab-2d7cd011db47","Enabled","Visible","No","No","Microsoft Corporation","5206095","5/13/2024 9:14:05 PM","AzureADandPersonalMicrosoftAccount","Microsoft Application & Enterprise Application"
"Delegated","14d82eec-204b-4c2f-b7e8-296a70dab67e","1af54625-d000-40de-a401-a02fc31249ee","Microsoft Graph Command Line Tools","1c780412-86bf-4917-8e6d-6b5c07e64eb2","Microsoft Graph","Group.ReadWrite.All","AllPrincipals",,"","https://docs.microsoft.com/en-us/graph/powershell/get-started","Microsoft","https://login.microsoftonline.com/common/oauth2/nativeclient, http://localhost, ms-appx-web://microsoft.aad.brokerplugin/14d82eec-204b-4c2f-b7e8-296a70dab67e",,"2023-05-08T11:45:17Z","72f988bf-86f1-41af-91ab-2d7cd011db47","Enabled","Visible","No","No","Microsoft Corporation","5206095","5/13/2024 9:14:05 PM","AzureADandPersonalMicrosoftAccount","Microsoft Application & Enterprise Application"
"Delegated","14d82eec-204b-4c2f-b7e8-296a70dab67e","1af54625-d000-40de-a401-a02fc31249ee","Microsoft Graph Command Line Tools","1c780412-86bf-4917-8e6d-6b5c07e64eb2","Microsoft Graph","Application.Read.All","AllPrincipals",,"","https://docs.microsoft.com/en-us/graph/powershell/get-started","Microsoft","https://login.microsoftonline.com/common/oauth2/nativeclient, http://localhost, ms-appx-web://microsoft.aad.brokerplugin/14d82eec-204b-4c2f-b7e8-296a70dab67e",,"2023-05-08T11:45:17Z","72f988bf-86f1-41af-91ab-2d7cd011db47","Enabled","Visible","No","No","Microsoft Corporation","5206095","5/13/2024 9:14:05 PM","AzureADandPersonalMicrosoftAccount","Microsoft Application & Enterprise Application"
"Delegated","14d82eec-204b-4c2f-b7e8-296a70dab67e","1af54625-d000-40de-a401-a02fc31249ee","Microsoft Graph Command Line Tools","1c780412-86bf-4917-8e6d-6b5c07e64eb2","Microsoft Graph","Application.ReadWrite.All","AllPrincipals",,"","https://docs.microsoft.com/en-us/graph/powershell/get-started","Microsoft","https://login.microsoftonline.com/common/oauth2/nativeclient, http://localhost, ms-appx-web://microsoft.aad.brokerplugin/14d82eec-204b-4c2f-b7e8-296a70dab67e",,"2023-05-08T11:45:17Z","72f988bf-86f1-41af-91ab-2d7cd011db47","Enabled","Visible","No","No","Microsoft Corporation","5206095","5/13/2024 9:14:05 PM","AzureADandPersonalMicrosoftAccount","Microsoft Application & Enterprise Application"
"Delegated","14d82eec-204b-4c2f-b7e8-296a70dab67e","1af54625-d000-40de-a401-a02fc31249ee","Microsoft Graph Command Line Tools","1c780412-86bf-4917-8e6d-6b5c07e64eb2","Microsoft Graph","Directory.ReadWrite.All","AllPrincipals",,"","https://docs.microsoft.com/en-us/graph/powershell/get-started","Microsoft","https://login.microsoftonline.com/common/oauth2/nativeclient, http://localhost, ms-appx-web://microsoft.aad.brokerplugin/14d82eec-204b-4c2f-b7e8-296a70dab67e",,"2023-05-08T11:45:17Z","72f988bf-86f1-41af-91ab-2d7cd011db47","Enabled","Visible","No","No","Microsoft Corporation","5206095","5/13/2024 9:14:05 PM","AzureADandPersonalMicrosoftAccount","Microsoft Application & Enterprise Application"
"Delegated","14d82eec-204b-4c2f-b7e8-296a70dab67e","1af54625-d000-40de-a401-a02fc31249ee","Microsoft Graph Command Line Tools","1c780412-86bf-4917-8e6d-6b5c07e64eb2","Microsoft Graph","Directory.AccessAsUser.All","AllPrincipals",,"","https://docs.microsoft.com/en-us/graph/powershell/get-started","Microsoft","https://login.microsoftonline.com/common/oauth2/nativeclient, http://localhost, ms-appx-web://microsoft.aad.brokerplugin/14d82eec-204b-4c2f-b7e8-296a70dab67e",,"2023-05-08T11:45:17Z","72f988bf-86f1-41af-91ab-2d7cd011db47","Enabled","Visible","No","No","Microsoft Corporation","5206095","5/13/2024 9:14:05 PM","AzureADandPersonalMicrosoftAccount","Microsoft Application & Enterprise Application"
"Delegated","14d82eec-204b-4c2f-b7e8-296a70dab67e","1af54625-d000-40de-a401-a02fc31249ee","Microsoft Graph Command Line Tools","1c780412-86bf-4917-8e6d-6b5c07e64eb2","Microsoft Graph","IdentityRiskEvent.Read.All","AllPrincipals",,"","https://docs.microsoft.com/en-us/graph/powershell/get-started","Microsoft","https://login.microsoftonline.com/common/oauth2/nativeclient, http://localhost, ms-appx-web://microsoft.aad.brokerplugin/14d82eec-204b-4c2f-b7e8-296a70dab67e",,"2023-05-08T11:45:17Z","72f988bf-86f1-41af-91ab-2d7cd011db47","Enabled","Visible","No","No","Microsoft Corporation","5206095","5/13/2024 9:14:05 PM","AzureADandPersonalMicrosoftAccount","Microsoft Application & Enterprise Application"
"Delegated","14d82eec-204b-4c2f-b7e8-296a70dab67e","1af54625-d000-40de-a401-a02fc31249ee","Microsoft Graph Command Line Tools","1c780412-86bf-4917-8e6d-6b5c07e64eb2","Microsoft Graph","IdentityRiskyServicePrincipal.Read.All","AllPrincipals",,"","https://docs.microsoft.com/en-us/graph/powershell/get-started","Microsoft","https://login.microsoftonline.com/common/oauth2/nativeclient, http://localhost, ms-appx-web://microsoft.aad.brokerplugin/14d82eec-204b-4c2f-b7e8-296a70dab67e",,"2023-05-08T11:45:17Z","72f988bf-86f1-41af-91ab-2d7cd011db47","Enabled","Visible","No","No","Microsoft Corporation","5206095","5/13/2024 9:14:05 PM","AzureADandPersonalMicrosoftAccount","Microsoft Application & Enterprise Application"
"Delegated","14d82eec-204b-4c2f-b7e8-296a70dab67e","1af54625-d000-40de-a401-a02fc31249ee","Microsoft Graph Command Line Tools","1c780412-86bf-4917-8e6d-6b5c07e64eb2","Microsoft Graph","IdentityRiskyUser.Read.All","AllPrincipals",,"","https://docs.microsoft.com/en-us/graph/powershell/get-started","Microsoft","https://login.microsoftonline.com/common/oauth2/nativeclient, http://localhost, ms-appx-web://microsoft.aad.brokerplugin/14d82eec-204b-4c2f-b7e8-296a70dab67e",,"2023-05-08T11:45:17Z","72f988bf-86f1-41af-91ab-2d7cd011db47","Enabled","Visible","No","No","Microsoft Corporation","5206095","5/13/2024 9:14:05 PM","AzureADandPersonalMicrosoftAccount","Microsoft Application & Enterprise Application"
"Delegated","14d82eec-204b-4c2f-b7e8-296a70dab67e","1af54625-d000-40de-a401-a02fc31249ee","Microsoft Graph Command Line Tools","1c780412-86bf-4917-8e6d-6b5c07e64eb2","Microsoft Graph","Contacts.ReadWrite","AllPrincipals",,"","https://docs.microsoft.com/en-us/graph/powershell/get-started","Microsoft","https://login.microsoftonline.com/common/oauth2/nativeclient, http://localhost, ms-appx-web://microsoft.aad.brokerplugin/14d82eec-204b-4c2f-b7e8-296a70dab67e",,"2023-05-08T11:45:17Z","72f988bf-86f1-41af-91ab-2d7cd011db47","Enabled","Visible","No","No","Microsoft Corporation","5206095","5/13/2024 9:14:05 PM","AzureADandPersonalMicrosoftAccount","Microsoft Application & Enterprise Application"
"Delegated","14d82eec-204b-4c2f-b7e8-296a70dab67e","1af54625-d000-40de-a401-a02fc31249ee","Microsoft Graph Command Line Tools","1c780412-86bf-4917-8e6d-6b5c07e64eb2","Microsoft Graph","Device.Read.All","AllPrincipals",,"","https://docs.microsoft.com/en-us/graph/powershell/get-started","Microsoft","https://login.microsoftonline.com/common/oauth2/nativeclient, http://localhost, ms-appx-web://microsoft.aad.brokerplugin/14d82eec-204b-4c2f-b7e8-296a70dab67e",,"2023-05-08T11:45:17Z","72f988bf-86f1-41af-91ab-2d7cd011db47","Enabled","Visible","No","No","Microsoft Corporation","5206095","5/13/2024 9:14:05 PM","AzureADandPersonalMicrosoftAccount","Microsoft Application & Enterprise Application"
"Delegated","14d82eec-204b-4c2f-b7e8-296a70dab67e","1af54625-d000-40de-a401-a02fc31249ee","Microsoft Graph Command Line Tools","1c780412-86bf-4917-8e6d-6b5c07e64eb2","Microsoft Graph","User.Read","Principal","7f96006a-f58e-4e01-9379-02964d0d0a87","Administrator","https://docs.microsoft.com/en-us/graph/powershell/get-started","Microsoft","https://login.microsoftonline.com/common/oauth2/nativeclient, http://localhost, ms-appx-web://microsoft.aad.brokerplugin/14d82eec-204b-4c2f-b7e8-296a70dab67e",,"2023-05-08T11:45:17Z","72f988bf-86f1-41af-91ab-2d7cd011db47","Enabled","Visible","No","No","Microsoft Corporation","5206095","5/13/2024 9:14:05 PM","AzureADandPersonalMicrosoftAccount","Microsoft Application & Enterprise Application"
"Delegated","14d82eec-204b-4c2f-b7e8-296a70dab67e","1af54625-d000-40de-a401-a02fc31249ee","Microsoft Graph Command Line Tools","1c780412-86bf-4917-8e6d-6b5c07e64eb2","Microsoft Graph","openid","Principal","7f96006a-f58e-4e01-9379-02964d0d0a87","Administrator","https://docs.microsoft.com/en-us/graph/powershell/get-started","Microsoft","https://login.microsoftonline.com/common/oauth2/nativeclient, http://localhost, ms-appx-web://microsoft.aad.brokerplugin/14d82eec-204b-4c2f-b7e8-296a70dab67e",,"2023-05-08T11:45:17Z","72f988bf-86f1-41af-91ab-2d7cd011db47","Enabled","Visible","No","No","Microsoft Corporation","5206095","5/13/2024 9:14:05 PM","AzureADandPersonalMicrosoftAccount","Microsoft Application & Enterprise Application"
"Delegated","14d82eec-204b-4c2f-b7e8-296a70dab67e","1af54625-d000-40de-a401-a02fc31249ee","Microsoft Graph Command Line Tools","1c780412-86bf-4917-8e6d-6b5c07e64eb2","Microsoft Graph","profile","Principal","7f96006a-f58e-4e01-9379-02964d0d0a87","Administrator","https://docs.microsoft.com/en-us/graph/powershell/get-started","Microsoft","https://login.microsoftonline.com/common/oauth2/nativeclient, http://localhost, ms-appx-web://microsoft.aad.brokerplugin/14d82eec-204b-4c2f-b7e8-296a70dab67e",,"2023-05-08T11:45:17Z","72f988bf-86f1-41af-91ab-2d7cd011db47","Enabled","Visible","No","No","Microsoft Corporation","5206095","5/13/2024 9:14:05 PM","AzureADandPersonalMicrosoftAccount","Microsoft Application & Enterprise Application"
"Delegated","14d82eec-204b-4c2f-b7e8-296a70dab67e","1af54625-d000-40de-a401-a02fc31249ee","Microsoft Graph Command Line Tools","1c780412-86bf-4917-8e6d-6b5c07e64eb2","Microsoft Graph","offline_access","Principal","7f96006a-f58e-4e01-9379-02964d0d0a87","Administrator","https://docs.microsoft.com/en-us/graph/powershell/get-started","Microsoft","https://login.microsoftonline.com/common/oauth2/nativeclient, http://localhost, ms-appx-web://microsoft.aad.brokerplugin/14d82eec-204b-4c2f-b7e8-296a70dab67e",,"2023-05-08T11:45:17Z","72f988bf-86f1-41af-91ab-2d7cd011db47","Enabled","Visible","No","No","Microsoft Corporation","5206095","5/13/2024 9:14:05 PM","AzureADandPersonalMicrosoftAccount","Microsoft Application & Enterprise Application"
"Delegated","14d82eec-204b-4c2f-b7e8-296a70dab67e","1af54625-d000-40de-a401-a02fc31249ee","Microsoft Graph Command Line Tools","1c780412-86bf-4917-8e6d-6b5c07e64eb2","Microsoft Graph","AuditLog.Read.All","Principal","7f96006a-f58e-4e01-9379-02964d0d0a87","Administrator","https://docs.microsoft.com/en-us/graph/powershell/get-started","Microsoft","https://login.microsoftonline.com/common/oauth2/nativeclient, http://localhost, ms-appx-web://microsoft.aad.brokerplugin/14d82eec-204b-4c2f-b7e8-296a70dab67e",,"2023-05-08T11:45:17Z","72f988bf-86f1-41af-91ab-2d7cd011db47","Enabled","Visible","No","No","Microsoft Corporation","5206095","5/13/2024 9:14:05 PM","AzureADandPersonalMicrosoftAccount","Microsoft Application & Enterprise Application"
"Delegated","14d82eec-204b-4c2f-b7e8-296a70dab67e","1af54625-d000-40de-a401-a02fc31249ee","Microsoft Graph Command Line Tools","1c780412-86bf-4917-8e6d-6b5c07e64eb2","Microsoft Graph","Policy.Read.All","Principal","7f96006a-f58e-4e01-9379-02964d0d0a87","Administrator","https://docs.microsoft.com/en-us/graph/powershell/get-started","Microsoft","https://login.microsoftonline.com/common/oauth2/nativeclient, http://localhost, ms-appx-web://microsoft.aad.brokerplugin/14d82eec-204b-4c2f-b7e8-296a70dab67e",,"2023-05-08T11:45:17Z","72f988bf-86f1-41af-91ab-2d7cd011db47","Enabled","Visible","No","No","Microsoft Corporation","5206095","5/13/2024 9:14:05 PM","AzureADandPersonalMicrosoftAccount","Microsoft Application & Enterprise Application"
"Delegated","14d82eec-204b-4c2f-b7e8-296a70dab67e","1af54625-d000-40de-a401-a02fc31249ee","Microsoft Graph Command Line Tools","1c780412-86bf-4917-8e6d-6b5c07e64eb2","Microsoft Graph","Directory.Read.All","Principal","7f96006a-f58e-4e01-9379-02964d0d0a87","Administrator","https://docs.microsoft.com/en-us/graph/powershell/get-started","Microsoft","https://login.microsoftonline.com/common/oauth2/nativeclient, http://localhost, ms-appx-web://microsoft.aad.brokerplugin/14d82eec-204b-4c2f-b7e8-296a70dab67e",,"2023-05-08T11:45:17Z","72f988bf-86f1-41af-91ab-2d7cd011db47","Enabled","Visible","No","No","Microsoft Corporation","5206095","5/13/2024 9:14:05 PM","AzureADandPersonalMicrosoftAccount","Microsoft Application & Enterprise Application"
"Delegated","14d82eec-204b-4c2f-b7e8-296a70dab67e","1af54625-d000-40de-a401-a02fc31249ee","Microsoft Graph Command Line Tools","1c780412-86bf-4917-8e6d-6b5c07e64eb2","Microsoft Graph","IdentityProvider.Read.All","Principal","7f96006a-f58e-4e01-9379-02964d0d0a87","Administrator","https://docs.microsoft.com/en-us/graph/powershell/get-started","Microsoft","https://login.microsoftonline.com/common/oauth2/nativeclient, http://localhost, ms-appx-web://microsoft.aad.brokerplugin/14d82eec-204b-4c2f-b7e8-296a70dab67e",,"2023-05-08T11:45:17Z","72f988bf-86f1-41af-91ab-2d7cd011db47","Enabled","Visible","No","No","Microsoft Corporation","5206095","5/13/2024 9:14:05 PM","AzureADandPersonalMicrosoftAccount","Microsoft Application & Enterprise Application"
"Delegated","14d82eec-204b-4c2f-b7e8-296a70dab67e","1af54625-d000-40de-a401-a02fc31249ee","Microsoft Graph Command Line Tools","1c780412-86bf-4917-8e6d-6b5c07e64eb2","Microsoft Graph","Organization.Read.All","Principal","7f96006a-f58e-4e01-9379-02964d0d0a87","Administrator","https://docs.microsoft.com/en-us/graph/powershell/get-started","Microsoft","https://login.microsoftonline.com/common/oauth2/nativeclient, http://localhost, ms-appx-web://microsoft.aad.brokerplugin/14d82eec-204b-4c2f-b7e8-296a70dab67e",,"2023-05-08T11:45:17Z","72f988bf-86f1-41af-91ab-2d7cd011db47","Enabled","Visible","No","No","Microsoft Corporation","5206095","5/13/2024 9:14:05 PM","AzureADandPersonalMicrosoftAccount","Microsoft Application & Enterprise Application"
"Delegated","14d82eec-204b-4c2f-b7e8-296a70dab67e","1af54625-d000-40de-a401-a02fc31249ee","Microsoft Graph Command Line Tools","1c780412-86bf-4917-8e6d-6b5c07e64eb2","Microsoft Graph","SecurityEvents.Read.All","Principal","7f96006a-f58e-4e01-9379-02964d0d0a87","Administrator","https://docs.microsoft.com/en-us/graph/powershell/get-started","Microsoft","https://login.microsoftonline.com/common/oauth2/nativeclient, http://localhost, ms-appx-web://microsoft.aad.brokerplugin/14d82eec-204b-4c2f-b7e8-296a70dab67e",,"2023-05-08T11:45:17Z","72f988bf-86f1-41af-91ab-2d7cd011db47","Enabled","Visible","No","No","Microsoft Corporation","5206095","5/13/2024 9:14:05 PM","AzureADandPersonalMicrosoftAccount","Microsoft Application & Enterprise Application"
"Delegated","14d82eec-204b-4c2f-b7e8-296a70dab67e","1af54625-d000-40de-a401-a02fc31249ee","Microsoft Graph Command Line Tools","1c780412-86bf-4917-8e6d-6b5c07e64eb2","Microsoft Graph","ThreatIndicators.Read.All","Principal","7f96006a-f58e-4e01-9379-02964d0d0a87","Administrator","https://docs.microsoft.com/en-us/graph/powershell/get-started","Microsoft","https://login.microsoftonline.com/common/oauth2/nativeclient, http://localhost, ms-appx-web://microsoft.aad.brokerplugin/14d82eec-204b-4c2f-b7e8-296a70dab67e",,"2023-05-08T11:45:17Z","72f988bf-86f1-41af-91ab-2d7cd011db47","Enabled","Visible","No","No","Microsoft Corporation","5206095","5/13/2024 9:14:05 PM","AzureADandPersonalMicrosoftAccount","Microsoft Application & Enterprise Application"
"Delegated","14d82eec-204b-4c2f-b7e8-296a70dab67e","1af54625-d000-40de-a401-a02fc31249ee","Microsoft Graph Command Line Tools","1c780412-86bf-4917-8e6d-6b5c07e64eb2","Microsoft Graph","SecurityActions.Read.All","Principal","7f96006a-f58e-4e01-9379-02964d0d0a87","Administrator","https://docs.microsoft.com/en-us/graph/powershell/get-started","Microsoft","https://login.microsoftonline.com/common/oauth2/nativeclient, http://localhost, ms-appx-web://microsoft.aad.brokerplugin/14d82eec-204b-4c2f-b7e8-296a70dab67e",,"2023-05-08T11:45:17Z","72f988bf-86f1-41af-91ab-2d7cd011db47","Enabled","Visible","No","No","Microsoft Corporation","5206095","5/13/2024 9:14:05 PM","AzureADandPersonalMicrosoftAccount","Microsoft Application & Enterprise Application"
